,Listings id,Last year reviews,Host since,Host is superhost,Host number of listings,Neighbourhood,Beds number,Bedrooms number,Property type,Maximum allowed guests,Price,Total reviews,Rating score,Accuracy score,Cleanliness score,Checkin score,Communication score,Location score,Value for money score,Reviews per month,City,Season,Bathrooms number,Bathrooms type,Coordinates,Date of scraping
202994,13108092.0,13,2/28/2013,Host,20,I Centro Storico,2,1,Private room,3,959.0,142,4.56,4.68,4.77,4.81,4.77,4.79,4.58,1.45,Roma,Early Summer,2,shared,"41.90815, 12.48847",6/15/2024
257524,42083098.0,4,2/4/2019,Host,5,Santa Croce,1,1,Entire home,4,129.0,18,4.5,4.56,4.78,4.67,4.78,4.78,4.5,0.39,Venezia,Early Winter,1,private,"45.44047, 12.3289",12/15/2024
125222,11601924.0,2,3/1/2016,Host,26,Pendino,3,1,Private room,6,102.0,20,4.7,4.65,4.65,4.8,4.8,4.65,4.7,0.21,Napoli,Early Spring,1,private,"40.84724, 14.26312",3/15/2024
232207,21420386.0,30,12/24/2016,Host,7,I Centro Storico,1,1,Entire home,3,143.0,87,4.67,4.76,4.78,4.9,4.84,4.94,4.67,1.05,Roma,Early Autumn,2,private,"41.89633, 12.47139",9/15/2024
223219,1.08e+18,7,1/16/2024,Host,2,I Centro Storico,2,1,Entire home,3,177.0,7,4.43,4.43,4.29,4.43,4.43,4.43,4.43,1.62,Roma,Early Summer,1,private,"41.90825101386659, 12.477481104433537",6/15/2024
80526,8449095.0,8,8/8/2015,Superhost,1,MACIACHINI - MAGGIOLINA,1,0,Entire home,3,89.0,34,4.94,4.94,4.79,4.94,4.97,4.76,4.76,0.35,Milano,Early Summer,0,private,"45.49834, 9.19793",6/15/2024
174934,3707503.0,51,7/26/2014,Superhost,1,VII San Giovanni/Cinecittà,1,1,Private room,2,45.0,231,4.93,4.91,4.92,4.9,4.83,4.66,4.84,2.0,Roma,Early Spring,1,shared,"41.88033, 12.52886",3/15/2024
211946,51795943.0,6,8/23/2014,Superhost,63,I Centro Storico,2,1,Entire home,4,470.0,15,4.93,5.0,5.0,5.0,4.93,4.93,4.93,0.45,Roma,Early Summer,2,private,"41.89146423339844, 12.492700576782228",6/15/2024
166172,6.88e+17,1,11/16/2013,Superhost,3,I Centro Storico,3,2,Entire home,4,352.0,4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.26,Roma,Early Winter,1,private,"41.88795, 12.50779",12/15/2024
15000,9.11e+17,5,3/5/2011,Superhost,9,Centro Storico,1,1,Private room,2,96.0,5,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0.6,Firenze,Early Spring,1,private,"43.77793302797928, 11.250195730688455",3/15/2024
68552,9.8e+17,14,9/14/2023,Superhost,1,CENTRALE,2,1,Entire home,4,119.0,14,5.0,4.92,5.0,5.0,5.0,4.92,5.0,2.49,Milano,Early Spring,1,private,"45.4877856, 9.2026865",3/15/2024
119446,31353939.0,4,6/30/2016,Host,4,Pendino,3,2,Entire home,3,79.0,10,4.4,4.9,4.4,4.7,4.8,4.5,4.3,0.35,Napoli,Early Winter,1,private,"40.846336, 14.264287",12/15/2024
262353,20871712.0,0,9/9/2017,Host,2,San Marco,2,2,Entire home,4,300.0,14,5.0,5.0,5.0,4.86,4.86,5.0,4.93,0.18,Venezia,Early Spring,2,private,"45.43645, 12.33748",3/15/2024
202783,12648024.0,16,4/24/2016,Superhost,2,I Centro Storico,1,1,Private room,2,62.0,266,4.91,4.9,4.88,4.94,4.97,5.0,4.84,2.7,Roma,Early Summer,1,private,"41.89592, 12.46959",6/15/2024
275532,6192604.0,5,6/6/2011,Superhost,122,Santa Croce,3,2,Entire home,4,306.0,38,4.87,4.95,4.89,4.87,4.87,4.82,4.74,0.34,Venezia,Early Autumn,2,private,"45.4415, 12.32799",9/15/2024
122546,7.56e+17,3,12/1/2015,Host,2,Avvocata,1,1,Private room,2,60.0,3,3.33,3.33,3.0,3.33,3.33,3.33,3.33,0.31,Napoli,Early Winter,1,shared,"40.85393, 14.24852",12/15/2024
210111,43652183.0,32,10/21/2018,Superhost,1,I Centro Storico,2,2,Entire home,4,187.0,153,4.97,4.97,4.91,4.96,4.99,4.96,4.97,3.3,Roma,Early Summer,2,private,"41.90695, 12.46252",6/15/2024
97168,1.13e+18,6,8/17/2023,Superhost,4,AFFORI,2,1,Entire home,4,85.0,6,5.0,5.0,5.0,5.0,5.0,4.8,5.0,2.95,Milano,Early Summer,1,private,"45.5200223, 9.168611346557606",6/15/2024
281344,1.09e+18,4,11/7/2018,Host,4,Lido,2,1,Private room,2,194.0,4,4.75,5.0,4.75,5.0,4.75,4.75,4.75,0.84,Venezia,Early Autumn,1,private,"45.40133, 12.36255",9/15/2024
93185,9.74e+17,5,2/13/2015,Host,547,NAVIGLI,1,0,Entire home,2,89.0,5,4.8,5.0,4.6,4.8,5.0,5.0,4.6,0.54,Milano,Early Summer,1,private,"45.450824, 9.1713256",6/15/2024
36844,6.84e+17,0,4/10/2022,Host,11,Centro Storico,1,1,Private room,2,152.0,2,5.0,4.5,4.5,4.0,5.0,5.0,4.0,0.1,Firenze,Early Autumn,1,shared,"43.77081, 11.25855",9/15/2024
109245,8.56e+17,0,10/9/2017,Host,51,STADERA,1,1,Entire home,2,87.0,5,4.6,4.8,4.8,4.6,4.8,4.8,4.6,0.28,Milano,Early Autumn,1,private,"45.42976, 9.18195",9/15/2024
62615,45323979.0,9,10/24/2016,Host,3,ISOLA,2,2,Entire home,4,144.0,24,4.79,4.88,4.88,4.88,4.88,4.83,4.79,0.56,Milano,Early Spring,1,private,"45.49631, 9.18385",3/15/2024
232464,22380801.0,41,2/5/2016,Superhost,45,I Centro Storico,6,6,Entire home,12,1001.0,219,4.81,4.88,4.67,4.93,4.93,4.95,4.81,2.72,Roma,Early Autumn,6,private,"41.90572, 12.4723",9/15/2024
226602,1126422.0,17,5/1/2013,Superhost,1,I Centro Storico,3,2,Entire home,4,156.0,75,4.97,4.97,4.99,5.0,4.97,4.85,4.97,0.54,Roma,Early Autumn,2,private,"41.90551, 12.44701",9/15/2024
4795,33827397.0,3,2/3/2018,Host,12,Centro Storico,5,3,Entire home,9,169.0,95,4.69,4.77,4.67,4.92,4.94,4.94,4.73,1.68,Firenze,Early Winter,2,private,"43.76717, 11.24973",12/15/2024
63020,6.2e+17,57,3/25/2018,Superhost,1,BUENOS AIRES - VENEZIA,2,1,Entire home,3,106.0,68,4.99,4.99,4.91,4.88,5.0,4.91,4.88,3.18,Milano,Early Spring,1,private,"45.47727, 9.20684",3/15/2024
152584,10665823.0,0,1/18/2016,Host,2,VII San Giovanni/Cinecittà,1,1,Entire home,2,51.0,1,4.0,5.0,5.0,4.0,4.0,5.0,4.0,0.01,Roma,Early Winter,1,private,"41.8702, 12.51424",12/15/2024
213100,5.72e+17,6,2/28/2022,Host,8,I Centro Storico,2,1,Private room,2,159.0,12,4.25,4.42,4.33,4.42,4.42,4.75,4.5,0.43,Roma,Early Summer,1,private,"41.90049, 12.50493",6/15/2024
102926,37709501.0,0,4/27/2014,Host,19,LORETO,3,1,Hotel room,3,204.0,8,4.75,4.88,5.0,4.88,4.88,4.63,4.5,0.14,Milano,Early Autumn,1,private,"45.48896, 9.21721",9/15/2024
246452,9.71e+17,3,9/1/2023,Host,2,I Centro Storico,3,2,Entire home,4,220.0,3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.26,Roma,Early Autumn,1,private,"41.908303670604376, 12.453589998185636",9/15/2024
47959,33926508.0,8,4/15/2019,Host,1,DE ANGELI - MONTE ROSA,3,2,Entire home,5,77.0,42,4.24,4.45,4.43,4.4,4.21,4.81,4.26,0.74,Milano,Early Winter,1,private,"45.46656, 9.15061",12/15/2024
112268,1.01e+18,45,6/25/2023,Superhost,2,PAGANO,1,1,Private room,2,70.0,45,4.78,4.76,4.71,4.96,4.84,4.84,4.64,4.25,Milano,Early Autumn,1,shared,"45.47602059147453, 9.168863730314282",9/15/2024
184441,40465825.0,0,5/28/2015,Host,9,I Centro Storico,2,1,Private room,1,159.0,3,4.67,4.67,4.33,5.0,5.0,5.0,5.0,0.06,Roma,Early Spring,1,private,"41.8922, 12.50713",3/15/2024
199029,957703.0,0,4/12/2012,Superhost,6,II Parioli/Nomentano,1,1,Private room,3,140.0,1,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.06,Roma,Early Summer,1,private,"41.92186, 12.47089",6/15/2024
92472,9.39e+17,3,11/20/2015,Host,4,MAGGIORE - MUSOCCO,1,1,Private room,2,80.0,3,4.67,5.0,4.67,4.67,4.67,4.0,4.33,0.27,Milano,Early Summer,1,private,"45.504603, 9.1233865",6/15/2024
104465,50281549.0,1,2/15/2018,Host,67,PADOVA,1,1,Entire home,4,120.0,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.41,Milano,Early Autumn,1,private,"45.504314, 9.238908",9/15/2024
33646,26096354.0,28,11/18/2014,Host,438,Centro Storico,3,2,Entire home,6,312.0,153,4.61,4.68,4.65,4.7,4.73,4.94,4.57,2.04,Firenze,Early Autumn,1,private,"43.76581, 11.25098",9/15/2024
199593,2453185.0,9,10/25/2013,Host,4,I Centro Storico,4,1,Entire home,2,150.0,100,4.86,4.91,4.86,4.88,4.89,4.99,4.79,1.01,Roma,Early Summer,1,private,"41.90751, 12.47889",6/15/2024
206858,29273928.0,50,10/14/2018,Host,1,I Centro Storico,2,2,Entire home,4,207.0,241,4.84,4.85,4.92,4.89,4.94,4.92,4.79,3.51,Roma,Early Summer,1,private,"41.89256, 12.46571",6/15/2024
163025,52099739.0,19,4/25/2020,Superhost,1,V Prenestino/Centocelle,3,2,Entire home,5,85.0,19,5.0,5.0,5.0,5.0,5.0,4.58,4.89,2.86,Roma,Early Winter,1,private,"41.88682745162016, 12.563395188827094",12/15/2024
234022,29580943.0,0,9/9/2016,Host,4,II Parioli/Nomentano,2,3,Entire home,8,117.0,6,5.0,4.83,5.0,5.0,5.0,4.83,5.0,0.09,Roma,Early Autumn,3,private,"41.89631, 12.51853",9/15/2024
18377,51346708.0,79,7/4/2015,Superhost,9,Centro Storico,2,1,Entire home,4,119.0,144,4.89,4.94,4.84,4.92,4.98,4.95,4.83,4.5,Firenze,Early Spring,1,private,"43.7672, 11.25413",3/15/2024
255299,17564312.0,28,4/2/2013,Host,14,Dorsoduro,2,1,Entire home,3,99.0,101,4.51,4.7,4.67,4.78,4.82,4.86,4.45,1.25,Venezia,Early Winter,1,private,"45.43327, 12.32539",12/15/2024
53071,6.4e+17,20,4/1/2013,Superhost,39,TICINESE,2,1,Entire home,4,69.0,27,4.93,4.96,4.85,5.0,5.0,4.96,4.89,1.47,Milano,Early Winter,1,private,"45.443822, 9.1822017",12/15/2024
134551,34407941.0,2,5/1/2019,Host,1,San Ferdinando,3,2,Entire home,6,100.0,8,5.0,5.0,5.0,5.0,5.0,5.0,4.75,0.23,Napoli,Early Summer,1,private,"40.83869, 14.24693",6/15/2024
58183,9.03e+17,8,2/23/2013,Superhost,2,DERGANO,1,1,Entire home,2,65.0,8,4.88,4.75,4.75,4.88,5.0,4.25,4.75,1.28,Milano,Early Winter,1,private,"45.50361312376571, 9.180360117205254",12/15/2024
251319,1.15e+18,8,8/15/2016,Superhost,17,I Centro Storico,2,1,Entire home,4,159.0,8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.09,Roma,Early Autumn,1,private,"41.90594, 12.47755",9/15/2024
193688,8.97e+17,11,4/20/2022,Host,2,XIV Monte Mario,1,1,Entire home,2,65.0,11,4.73,4.91,5.0,5.0,5.0,4.64,4.91,1.33,Roma,Early Spring,1,private,"41.9885983, 12.3927871",3/15/2024
255121,15949890.0,17,10/10/2015,Superhost,17,Piave 1860,1,1,Private room,2,80.0,47,4.91,4.89,4.85,4.94,4.94,4.77,4.89,1.65,Venezia,Early Winter,2,private,"45.48944854736328, 12.236149787902832",12/15/2024
226237,696777.0,4,5/18/2012,Host,57,XIII Aurelia,2,2,Entire home,3,211.0,21,4.57,4.67,4.52,4.52,4.52,4.57,4.33,0.17,Roma,Early Autumn,2,private,"41.89761, 12.45063",9/15/2024
145182,8.54e+17,3,3/23/2023,Host,2,Bagnoli,2,1,Entire home,3,50.0,5,3.8,4.0,4.2,3.8,4.6,4.0,3.8,0.31,Napoli,Early Autumn,1,private,"40.81493, 14.16496",9/15/2024
50947,52018984.0,3,9/1/2021,Host,8,S. CRISTOFORO,1,1,Entire home,2,50.0,11,3.82,3.45,3.09,4.91,4.91,4.36,3.45,0.4,Milano,Early Winter,1,private,"45.44221, 9.15571",12/15/2024
148740,396870.0,0,6/28/2011,Host,11,X Ostia/Acilia,2,1,Entire home,3,50.0,3,3.67,5.0,3.67,5.0,5.0,3.33,4.5,0.03,Roma,Early Winter,1,private,"41.72953, 12.2906",12/15/2024
94573,1.04e+18,1,2/11/2013,Superhost,65,BRERA,2,1,Entire home,4,217.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.42,Milano,Early Summer,1,private,"45.4686513, 9.190368",6/15/2024
31300,3348633.0,31,6/17/2014,Superhost,1,Centro Storico,2,1,Entire home,3,100.0,169,4.83,4.88,4.89,4.92,4.94,4.69,4.71,1.54,Firenze,Early Autumn,1,private,"43.78472, 11.2412",9/15/2024
14401,2445669.0,0,2/22/2014,Host,1,Campo di Marte,1,1,Entire home,4,75.0,12,4.58,4.75,4.58,4.83,4.83,4.33,4.64,0.1,Firenze,Early Spring,1,private,"43.78103, 11.27627",3/15/2024
47908,33763154.0,0,3/12/2016,Host,26,XXII MARZO,4,2,Entire home,5,100.0,6,4.83,5.0,4.83,5.0,5.0,4.83,4.67,0.12,Milano,Early Winter,3,private,"45.45678, 9.21104",12/15/2024
75394,7.75e+17,9,12/3/2016,Host,72,BUENOS AIRES - VENEZIA,5,3,Entire home,6,212.0,11,4.27,4.45,4.55,4.27,4.73,4.73,4.18,0.7,Milano,Early Spring,2,private,"45.4859933, 9.2111678",3/15/2024
120845,49633568.0,0,5/26/2018,Superhost,16,San Giuseppe,1,1,Entire home,2,84.0,10,5.0,5.0,4.8,4.9,5.0,4.9,4.8,0.33,Napoli,Early Winter,1,private,"40.849258, 14.249878",12/15/2024
93141,9.72e+17,1,12/13/2021,Host,4,MACIACHINI - MAGGIOLINA,1,1,Private room,2,190.0,1,3.0,3.0,4.0,5.0,2.0,4.0,4.0,0.17,Milano,Early Summer,1,private,"45.49164, 9.20253",6/15/2024
137535,8.62e+17,34,9/26/2022,Host,7,Stella,1,1,Entire home,4,45.0,34,4.5,4.68,4.53,4.76,4.91,4.68,4.52,2.91,Napoli,Early Summer,1,private,"40.85529371057834, 14.250865495106492",6/15/2024
194228,9.17e+17,12,7/9/2014,Superhost,3,VII San Giovanni/Cinecittà,2,1,Entire home,4,64.0,12,5.0,5.0,5.0,5.0,5.0,4.58,4.67,1.49,Roma,Early Spring,1,private,"41.85863, 12.5415",3/15/2024
48795,39907442.0,3,6/4/2014,Host,382,LODI - CORVETTO,2,1,Entire home,4,1000.0,10,4.1,4.4,4.9,4.5,4.4,4.3,4.2,0.2,Milano,Early Winter,1,private,"45.43875, 9.22724",12/15/2024
248671,1.07e+18,19,1/12/2024,Superhost,3,I Centro Storico,1,1,Entire home,2,150.0,19,4.89,4.95,4.95,4.89,4.84,4.84,4.68,2.5,Roma,Early Autumn,1,private,"41.9092121, 12.458293",9/15/2024
182015,29720727.0,70,4/21/2014,Superhost,7,I Centro Storico,4,2,Entire home,5,183.0,207,4.86,4.89,4.86,4.84,4.89,4.96,4.86,3.26,Roma,Early Spring,2,private,"41.8993, 12.49224",3/15/2024
199075,1050056.0,21,4/5/2013,Host,1,XIV Monte Mario,1,1,Entire home,4,99.0,120,4.89,4.92,4.98,4.93,4.93,4.5,4.83,0.91,Roma,Early Summer,1,private,"41.91142, 12.43943",6/15/2024
26,57542.0,14,10/29/2010,Superhost,28,Centro Storico,1,1,Entire home,4,120.0,130,4.49,4.63,4.68,4.56,4.72,4.72,4.48,0.83,Firenze,Early Winter,1,private,"43.77236, 11.24787",12/15/2024
222025,1.04e+18,1,12/4/2023,Host,1,IX Eur,2,1,Entire home,4,127.0,1,5.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,Roma,Early Summer,1,private,"41.81409275999521, 12.512716833868415",6/15/2024
261034,50387979.0,0,6/13/2021,Host,3,Castello,2,1,Private room,3,108.0,6,4.5,4.5,4.33,4.33,4.17,4.83,4.33,0.19,Venezia,Early Spring,1,shared,"45.43537, 12.34285",3/15/2024
18724,27394419.0,23,7/31/2018,Host,9,Centro Storico,4,2,Entire home,4,179.0,191,4.66,4.75,4.7,4.88,4.72,4.91,4.63,2.83,Firenze,Early Spring,1,private,"43.76652, 11.25394",3/15/2024
210215,44015464.0,44,2/22/2015,Superhost,2,I Centro Storico,1,1,Entire home,2,191.0,156,4.93,4.92,4.94,4.99,4.98,4.96,4.81,3.32,Roma,Early Summer,1,private,"41.9077, 12.47775",6/15/2024
46205,24403941.0,0,6/7/2012,Host,14,CENTRALE,1,1,Entire home,2,500.0,32,4.53,4.81,4.63,4.88,4.94,4.66,4.69,0.64,Milano,Early Winter,1,private,"45.49127, 9.20577",12/15/2024
206879,29032750.0,7,11/11/2016,Host,13,I Centro Storico,1,1,Private room,2,151.0,116,4.68,4.79,4.72,4.84,4.87,4.7,4.68,1.96,Roma,Early Summer,2,private,"41.89239883422852, 12.506109237670898",6/15/2024
115986,1.16e+18,16,6/23/2023,Host,6,LORETO,2,1,Entire home,4,89.0,16,4.81,4.75,5.0,5.0,5.0,4.63,4.75,4.57,Milano,Early Autumn,1,private,"45.491575, 9.2210408",9/15/2024
217954,8.79e+17,14,11/6/2012,Superhost,7,XIII Aurelia,4,2,Entire home,6,98.0,19,5.0,5.0,5.0,4.95,5.0,4.89,4.95,1.46,Roma,Early Summer,2,private,"41.9125047, 12.3516546",6/15/2024
190243,7.01e+17,13,4/26/2022,Host,5,V Prenestino/Centocelle,1,1,Private room,2,35.0,21,4.57,4.38,4.33,4.62,4.62,4.19,4.14,1.11,Roma,Early Spring,2,shared,"41.8866, 12.54199",3/15/2024
20898,1806477.0,42,10/16/2013,Superhost,4,Centro Storico,2,2,Entire home,4,269.0,410,4.93,4.91,4.91,4.99,4.98,5.0,4.87,3.18,Firenze,Early Summer,1,private,"43.76787, 11.25219",6/15/2024
75402,5629323.0,50,12/2/2014,Superhost,1,GIAMBELLINO,1,1,Private room,2,54.0,144,4.93,4.92,4.94,4.95,4.94,4.72,4.83,1.34,Milano,Early Spring,1,private,"45.44531, 9.14002",3/15/2024
54451,7.43e+17,10,6/4/2014,Host,382,STADERA,1,1,Entire home,2,84.0,13,4.85,4.62,4.69,4.69,4.92,4.62,4.69,1.0,Milano,Early Winter,1,private,"45.4360874, 9.1772332",12/15/2024
223304,1.09e+18,1,2/11/2024,Host,1,V Prenestino/Centocelle,0,1,Entire home,2,75.0,1,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,Roma,Early Summer,1,private,"41.8886391, 12.526334",6/15/2024
122607,7.64e+17,6,2/10/2014,Superhost,3,Posillipo,1,1,Private room,2,55.0,6,5.0,5.0,5.0,5.0,5.0,5.0,4.67,0.51,Napoli,Early Winter,2,private,"40.80432, 14.18834",12/15/2024
129577,42171381.0,8,1/15/2014,Superhost,1,Avvocata,1,1,Private room,2,86.0,19,4.89,4.95,4.95,4.84,5.0,4.89,4.74,0.8,Napoli,Early Spring,1,private,"40.85594, 14.24481",3/15/2024
55071,7.8e+17,1,6/26/2015,Host,79,AFFORI,3,2,Entire home,5,106.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.16,Milano,Early Winter,2,private,"45.5105076, 9.1765472",12/15/2024
92171,9.2e+17,1,12/3/2019,Host,1,VILLAPIZZONE,1,1,Private room,1,47.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.48,Milano,Early Summer,0,private,"45.4964018, 9.1441201",6/15/2024
195015,9.45e+17,24,12/22/2017,Superhost,1,VII San Giovanni/Cinecittà,2,2,Entire home,4,127.0,24,4.92,4.96,5.0,5.0,5.0,4.83,4.79,3.13,Roma,Early Spring,1,private,"41.87522156696835, 12.508876025676727",3/15/2024
38453,9.12e+17,19,10/3/2022,Host,12,Centro Storico,5,2,Entire home,4,106.0,27,4.33,4.56,4.44,4.48,4.74,4.96,4.48,1.9,Firenze,Early Autumn,1,private,"43.7711, 11.25646",9/15/2024
213536,6.03e+17,0,12/28/2021,Host,4,I Centro Storico,1,1,Private room,2,283.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.04,Roma,Early Summer,1,shared,"41.90519, 12.46546",6/15/2024
178216,14699241.0,0,5/18/2016,Host,3,XI Arvalia/Portuense,2,1,Private room,2,93.0,29,4.86,4.97,5.0,5.0,5.0,4.48,4.93,0.32,Roma,Early Spring,1,shared,"41.86249, 12.46579",3/15/2024
233611,27310118.0,8,8/5/2016,Host,4,XIII Aurelia,1,1,Private room,2,120.0,39,4.79,4.72,4.79,4.82,4.85,4.64,4.59,0.54,Roma,Early Autumn,1,private,"41.89568, 12.45626",9/15/2024
31845,7589249.0,22,7/28/2015,Superhost,4,Centro Storico,1,1,Entire home,2,147.0,114,4.8,4.91,4.89,4.93,4.94,4.97,4.78,1.03,Firenze,Early Autumn,1,private,"43.77234, 11.25956",9/15/2024
196440,1e+18,5,9/19/2016,Host,1,VII San Giovanni/Cinecittà,1,1,Entire home,2,90.0,5,4.4,4.2,4.8,5.0,4.2,4.6,4.2,1.53,Roma,Early Spring,1,private,"41.89072787475171, 12.517901728164386",3/15/2024
251631,1.16e+18,7,8/28/2017,Host,1,XIII Aurelia,1,1,Entire home,4,149.0,7,5.0,5.0,5.0,4.71,5.0,5.0,4.71,2.08,Roma,Early Autumn,1,private,"41.89891114333122, 12.427790500223637",9/15/2024
91024,8.62e+17,0,7/28/2015,Superhost,4,XXII MARZO,2,1,Entire home,3,201.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,Milano,Early Summer,1,private,"45.46308094074748, 9.221537726629714",6/15/2024
9508,8.88e+17,3,2/24/2018,Host,66,Centro Storico,4,2,Entire home,4,69.0,3,4.33,4.67,4.67,3.33,4.67,5.0,4.67,0.49,Firenze,Early Winter,1,private,"43.765243, 11.245977",12/15/2024
36385,6.14e+17,19,6/2/2016,Superhost,12,Centro Storico,3,2,Entire home,4,226.0,44,4.91,4.91,4.98,4.89,4.93,4.89,4.89,1.61,Firenze,Early Autumn,2,private,"43.768516540527344, 11.26613998413086",9/15/2024
248752,1.07e+18,28,1/13/2023,Superhost,3,XII Monte Verde,4,2,Entire home,5,198.0,28,4.71,4.82,4.75,4.79,4.75,4.39,4.71,4.38,Roma,Early Autumn,2,private,"41.8826302, 12.4228149",9/15/2024
263917,7.63e+17,15,1/28/2020,Superhost,14,Cannaregio,1,1,Private room,2,150.0,16,4.94,5.0,5.0,5.0,4.94,5.0,4.88,1.05,Venezia,Early Spring,1,private,"45.44092, 12.33578",3/15/2024
33098,21274683.0,0,2/4/2015,Host,14,Centro Storico,2,1,Entire home,2,125.0,26,4.69,4.88,4.65,5.0,4.85,4.92,4.58,0.32,Firenze,Early Autumn,1,private,"43.77556, 11.26763",9/15/2024
227717,4673917.0,35,11/26/2014,Superhost,1,I Centro Storico,6,3,Entire home,8,187.0,168,4.97,4.96,4.99,4.99,5.0,4.98,4.93,1.45,Roma,Early Autumn,2,private,"41.90686257785374, 12.460653066635142",9/15/2024
101258,23430806.0,26,1/28/2018,Superhost,2,BRERA,2,1,Entire home,4,177.0,142,4.92,4.89,4.87,4.96,4.94,4.94,4.83,1.82,Milano,Early Autumn,1,private,"45.47359, 9.19185",9/15/2024
217727,8.72e+17,2,10/26/2016,Superhost,4,V Prenestino/Centocelle,1,1,Private room,1,56.0,5,5.0,4.8,5.0,5.0,5.0,4.6,4.6,0.36,Roma,Early Summer,1,private,"41.88966147466149, 12.53097825767214",6/15/2024
27075,7.38e+17,2,6/1/2014,Host,4,Centro Storico,1,1,Private room,1,25.0,3,4.67,4.67,4.67,5.0,4.0,4.67,4.67,0.23,Firenze,Early Summer,1,shared,"43.7708577522323, 11.263224619049083",6/15/2024
130151,30726854.0,0,12/10/2018,Host,4,San Giuseppe,1,1,Entire home,2,80.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.02,Napoli,Early Spring,1,private,"40.84588, 14.25238",3/15/2024
170536,9.16e+17,11,4/3/2023,Superhost,5,II Parioli/Nomentano,2,1,Entire home,3,100.0,11,4.91,4.64,4.91,4.18,4.82,4.18,4.73,2.5,Roma,Early Winter,2,private,"41.90951743763301, 12.508455526983662",12/15/2024
75017,9.38e+17,51,5/18/2018,Superhost,51,TICINESE,1,1,Entire home,4,64.0,51,4.84,4.8,4.82,4.94,4.9,4.88,4.64,7.22,Milano,Early Spring,1,private,"45.4509605, 9.1819638",3/15/2024
204877,20831954.0,4,8/23/2017,Superhost,6,I Centro Storico,1,1,Entire home,2,150.0,141,4.58,4.79,4.77,4.86,4.85,4.4,4.57,1.74,Roma,Early Summer,1,private,"41.89741, 12.51023",6/15/2024
265163,9.62e+17,11,6/15/2020,Host,45,Castello,1,1,Private room,1,53.0,11,4.45,4.55,4.45,4.91,4.82,4.91,4.55,1.76,Venezia,Early Spring,2,private,"45.4356588294337, 12.34152908182454",3/15/2024
89852,8.17e+17,27,9/30/2014,Superhost,6,FORZE ARMATE,0,1,Private room,3,43.0,35,4.86,4.89,4.66,4.91,5.0,4.57,4.83,2.08,Milano,Early Summer,1,shared,"45.455561115010646, 9.110800467160464",6/15/2024
230950,16304359.0,9,12/8/2016,Superhost,1,XII Monte Verde,3,1,Entire home,3,120.0,26,5.0,5.0,5.0,4.96,5.0,4.92,4.92,0.3,Roma,Early Autumn,1,private,"41.87415, 12.46732",9/15/2024
12156,9.27e+17,29,7/17/2012,Host,97,Centro Storico,1,1,Private room,2,189.0,29,4.72,4.83,4.79,4.55,4.62,4.93,4.52,3.43,Firenze,Early Spring,1,private,"43.774127712009694, 11.25565310370483",3/15/2024
65194,1.08e+18,2,11/22/2015,Host,15,BUENOS AIRES - VENEZIA,2,0,Entire home,2,46.0,2,3.5,4.0,4.0,5.0,5.0,5.0,5.0,2.0,Milano,Early Spring,1,private,"45.475657476826505, 9.207466876081003",3/15/2024
170193,9.04e+17,32,5/15/2012,Host,15,II Parioli/Nomentano,1,1,Entire home,2,57.0,32,4.63,4.78,4.84,4.78,4.81,4.44,4.56,4.9,Roma,Early Winter,1,private,"41.89641, 12.51435",12/15/2024
255274,17395156.0,0,10/19/2015,Host,15,San Polo,3,2,Entire home,4,178.0,4,4.75,4.75,4.75,5.0,4.75,4.75,4.0,0.05,Venezia,Early Winter,1,private,"45.43756, 12.32454",12/15/2024
80504,7819506.0,0,8/1/2015,Superhost,4,BANDE NERE,3,1,Private room,3,80.0,32,4.94,4.94,5.0,5.0,4.97,5.0,4.97,0.3,Milano,Early Summer,1,shared,"45.4645, 9.1392",6/15/2024
12761,30105249.0,9,11/15/2018,Superhost,4,Centro Storico,2,4,Hotel room,2,101.0,14,5.0,4.79,4.93,5.0,5.0,4.86,4.93,0.79,Firenze,Early Spring,1,private,"43.78034, 11.24425",3/15/2024
92485,9.37e+17,17,11/7/2013,Superhost,3,ISOLA,0,1,Entire home,2,103.0,17,4.88,5.0,4.88,4.59,5.0,4.94,4.94,1.78,Milano,Early Summer,1,private,"45.487362914617705, 9.188474267721176",6/15/2024
216510,8.05e+17,10,1/1/2017,Host,1,XII Monte Verde,2,1,Entire home,4,80.0,14,4.57,4.71,4.64,4.5,4.71,4.0,4.29,1.08,Roma,Early Summer,1,private,"41.87133694471252, 12.359948381781576",6/15/2024
